institutionCode,variable,counts
BPBM,has_eventDate,384996
BRFC,total,623
BRFC,has_collectionCode,623
BRFC,has_catalogNumber,623
BRFC,has_speciesKey,612
BRFC,has_scientificName,623
BRFC,has_acceptedNameUsage,0
BRFC,has_locality,623
BRFC,has_higherGeography,0
BRFC,has_countryCode,623
BRFC,has_coordinates,431
BRFC,has_image,0
BRFC,has_dateIdentified,0
BRFC,has_identifiedBy,0
BRFC,has_recordedBy,623
BRFC,has_eventDate,623
USF,total,227073
USF,has_collectionCode,227073
USF,has_catalogNumber,227073
USF,has_speciesKey,222396
USF,has_scientificName,227073
USF,has_acceptedNameUsage,0
USF,has_locality,215982
USF,has_higherGeography,226860
USF,has_countryCode,226828
USF,has_coordinates,36861
USF,has_image,227073
USF,has_dateIdentified,64339
USF,has_identifiedBy,108678
USF,has_recordedBy,226984
USF,has_eventDate,225345
USU-UTC,total,25
USU-UTC,has_collectionCode,25
USU-UTC,has_catalogNumber,25
USU-UTC,has_speciesKey,10
USU-UTC,has_scientificName,25
USU-UTC,has_acceptedNameUsage,0
USU-UTC,has_locality,25
USU-UTC,has_higherGeography,0
USU-UTC,has_countryCode,25
USU-UTC,has_coordinates,25
USU-UTC,has_image,25
USU-UTC,has_dateIdentified,25
USU-UTC,has_identifiedBy,25
USU-UTC,has_recordedBy,25
USU-UTC,has_eventDate,25
NY,total,4029055
NY,has_collectionCode,4029055
NY,has_catalogNumber,4029055
NY,has_speciesKey,3831136
NY,has_scientificName,4029055
NY,has_acceptedNameUsage,0
NY,has_locality,2436291
NY,has_higherGeography,0
NY,has_countryCode,2686881
NY,has_coordinates,1469984
NY,has_image,3100723
NY,has_dateIdentified,632432
NY,has_identifiedBy,843952
NY,has_recordedBy,2706629
NY,has_eventDate,2512401
UTKH,total,526
UTKH,has_collectionCode,526
UTKH,has_catalogNumber,526
UTKH,has_speciesKey,483
UTKH,has_scientificName,526
UTKH,has_acceptedNameUsage,0
UTKH,has_locality,525
UTKH,has_higherGeography,0
UTKH,has_countryCode,0
UTKH,has_coordinates,0
UTKH,has_image,0
UTKH,has_dateIdentified,0
UTKH,has_identifiedBy,0
UTKH,has_recordedBy,523
UTKH,has_eventDate,0
KU,total,395584
KU,has_collectionCode,395584
KU,has_catalogNumber,395576
KU,has_speciesKey,323483
KU,has_scientificName,395584
KU,has_acceptedNameUsage,0
KU,has_locality,387580
KU,has_higherGeography,387167
KU,has_countryCode,379601
KU,has_coordinates,292402
KU,has_image,95553
KU,has_dateIdentified,0
KU,has_identifiedBy,246249
KU,has_recordedBy,373250
KU,has_eventDate,325987
MIN,total,537492
MIN,has_collectionCode,537492
MIN,has_catalogNumber,536206
MIN,has_speciesKey,523616
MIN,has_scientificName,537492
MIN,has_acceptedNameUsage,0
MIN,has_locality,388918
MIN,has_higherGeography,0
MIN,has_countryCode,459568
MIN,has_coordinates,225430
MIN,has_image,293092
MIN,has_dateIdentified,19760
MIN,has_identifiedBy,33991
MIN,has_recordedBy,456546
MIN,has_eventDate,380475
NCSC,total,77255
NCSC,has_collectionCode,40392
NCSC,has_catalogNumber,77220
NCSC,has_speciesKey,74674
NCSC,has_scientificName,77255
NCSC,has_acceptedNameUsage,0
NCSC,has_locality,40329
NCSC,has_higherGeography,0
NCSC,has_countryCode,75773
NCSC,has_coordinates,3474
NCSC,has_image,71907
NCSC,has_dateIdentified,2290
NCSC,has_identifiedBy,430
NCSC,has_recordedBy,43621
NCSC,has_eventDate,38700
ANSP,total,3
ANSP,has_collectionCode,3
ANSP,has_catalogNumber,3
ANSP,has_speciesKey,1
ANSP,has_scientificName,3
ANSP,has_acceptedNameUsage,0
ANSP,has_locality,1
ANSP,has_higherGeography,0
ANSP,has_countryCode,2
ANSP,has_coordinates,0
ANSP,has_image,0
ANSP,has_dateIdentified,0
ANSP,has_identifiedBy,0
ANSP,has_recordedBy,0
ANSP,has_eventDate,0
BABY,total,11427
BABY,has_collectionCode,11427
BABY,has_catalogNumber,11427
BABY,has_speciesKey,11375
BABY,has_scientificName,11427
BABY,has_acceptedNameUsage,11382
BABY,has_locality,11381
BABY,has_higherGeography,0
BABY,has_countryCode,11425
BABY,has_coordinates,11368
BABY,has_image,0
BABY,has_dateIdentified,7003
BABY,has_identifiedBy,11356
BABY,has_recordedBy,11427
BABY,has_eventDate,11374
FTG,total,78186
FTG,has_collectionCode,78186
FTG,has_catalogNumber,78186
FTG,has_speciesKey,72996
FTG,has_scientificName,78186
FTG,has_acceptedNameUsage,0
FTG,has_locality,27941
FTG,has_higherGeography,0
FTG,has_countryCode,77640
FTG,has_coordinates,10612
FTG,has_image,0
FTG,has_dateIdentified,0
FTG,has_identifiedBy,0
FTG,has_recordedBy,70184
FTG,has_eventDate,76529
COLO,total,343783
COLO,has_collectionCode,343783
COLO,has_catalogNumber,343783
COLO,has_speciesKey,335560
COLO,has_scientificName,343783
COLO,has_acceptedNameUsage,0
COLO,has_locality,232196
COLO,has_higherGeography,0
COLO,has_countryCode,342833
COLO,has_coordinates,125729
COLO,has_image,337283
COLO,has_dateIdentified,70065
COLO,has_identifiedBy,100113
COLO,has_recordedBy,284310
COLO,has_eventDate,228102
SDSU,total,22675
SDSU,has_collectionCode,150
SDSU,has_catalogNumber,22645
SDSU,has_speciesKey,22243
SDSU,has_scientificName,22675
SDSU,has_acceptedNameUsage,0
SDSU,has_locality,21882
SDSU,has_higherGeography,0
SDSU,has_countryCode,22617
SDSU,has_coordinates,18287
SDSU,has_image,16354
SDSU,has_dateIdentified,7540
SDSU,has_identifiedBy,12168
SDSU,has_recordedBy,22658
SDSU,has_eventDate,22060
EKY,total,80694
EKY,has_collectionCode,0
EKY,has_catalogNumber,77126
EKY,has_speciesKey,80199
EKY,has_scientificName,80694
EKY,has_acceptedNameUsage,0
EKY,has_locality,75931
EKY,has_higherGeography,0
EKY,has_countryCode,80682
EKY,has_coordinates,6686
EKY,has_image,74962
EKY,has_dateIdentified,1952
EKY,has_identifiedBy,13845
EKY,has_recordedBy,80483
EKY,has_eventDate,78698
RHNM,total,6
RHNM,has_collectionCode,0
RHNM,has_catalogNumber,6
RHNM,has_speciesKey,6
RHNM,has_scientificName,6
RHNM,has_acceptedNameUsage,0
RHNM,has_locality,6
RHNM,has_higherGeography,0
RHNM,has_countryCode,6
RHNM,has_coordinates,6
RHNM,has_image,6
RHNM,has_dateIdentified,5
RHNM,has_identifiedBy,5
RHNM,has_recordedBy,6
RHNM,has_eventDate,6
USA200,total,1484
USA200,has_collectionCode,1484
USA200,has_catalogNumber,1484
USA200,has_speciesKey,1046
USA200,has_scientificName,1484
USA200,has_acceptedNameUsage,0
USA200,has_locality,19
USA200,has_higherGeography,0
USA200,has_countryCode,1210
USA200,has_coordinates,2
USA200,has_image,0
USA200,has_dateIdentified,0
USA200,has_identifiedBy,0
USA200,has_recordedBy,0
USA200,has_eventDate,0
CHRB,total,101011
CHRB,has_collectionCode,16
CHRB,has_catalogNumber,101010
CHRB,has_speciesKey,92011
CHRB,has_scientificName,101011
CHRB,has_acceptedNameUsage,0
CHRB,has_locality,31139
CHRB,has_higherGeography,0
CHRB,has_countryCode,80819
CHRB,has_coordinates,5186
CHRB,has_image,83736
CHRB,has_dateIdentified,6330
CHRB,has_identifiedBy,10040
CHRB,has_recordedBy,47741
CHRB,has_eventDate,40017
UCM,total,19
UCM,has_collectionCode,19
UCM,has_catalogNumber,19
UCM,has_speciesKey,0
UCM,has_scientificName,19
UCM,has_acceptedNameUsage,0
UCM,has_locality,0
UCM,has_higherGeography,0
UCM,has_countryCode,19
UCM,has_coordinates,13
UCM,has_image,1
UCM,has_dateIdentified,3
UCM,has_identifiedBy,4
UCM,has_recordedBy,6
UCM,has_eventDate,1
CS,total,57350
CS,has_collectionCode,57350
CS,has_catalogNumber,57350
CS,has_speciesKey,57221
CS,has_scientificName,57350
CS,has_acceptedNameUsage,0
CS,has_locality,57339
CS,has_higherGeography,0
CS,has_countryCode,57350
CS,has_coordinates,54877
CS,has_image,0
CS,has_dateIdentified,0
CS,has_identifiedBy,5611
CS,has_recordedBy,56115
CS,has_eventDate,0
BISON,total,706
BISON,has_collectionCode,706
BISON,has_catalogNumber,24
BISON,has_speciesKey,703
BISON,has_scientificName,706
BISON,has_acceptedNameUsage,0
BISON,has_locality,0
BISON,has_higherGeography,0
BISON,has_countryCode,706
BISON,has_coordinates,706
BISON,has_image,677
BISON,has_dateIdentified,0
BISON,has_identifiedBy,0
BISON,has_recordedBy,706
BISON,has_eventDate,706
BUT,total,43801
BUT,has_collectionCode,43801
BUT,has_catalogNumber,43801
BUT,has_speciesKey,43360
BUT,has_scientificName,43801
BUT,has_acceptedNameUsage,0
BUT,has_locality,41674
BUT,has_higherGeography,0
BUT,has_countryCode,43801
BUT,has_coordinates,0
BUT,has_image,0
BUT,has_dateIdentified,0
BUT,has_identifiedBy,3725
BUT,has_recordedBy,43734
BUT,has_eventDate,42373
USCH,total,106036
USCH,has_collectionCode,106036
USCH,has_catalogNumber,60992
USCH,has_speciesKey,102921
USCH,has_scientificName,106036
USCH,has_acceptedNameUsage,0
USCH,has_locality,100114
USCH,has_higherGeography,0
USCH,has_countryCode,104505
USCH,has_coordinates,21363
USCH,has_image,56866
USCH,has_dateIdentified,0
USCH,has_identifiedBy,104047
USCH,has_recordedBy,104774
USCH,has_eventDate,98271
DES,total,90488
DES,has_collectionCode,0
DES,has_catalogNumber,88338
DES,has_speciesKey,88055
DES,has_scientificName,90488
DES,has_acceptedNameUsage,0
DES,has_locality,87246
DES,has_higherGeography,0
DES,has_countryCode,90089
DES,has_coordinates,86067
DES,has_image,78086
DES,has_dateIdentified,9589
DES,has_identifiedBy,18983
DES,has_recordedBy,90460
DES,has_eventDate,89594
TULS,total,8517
TULS,has_collectionCode,8517
TULS,has_catalogNumber,8517
TULS,has_speciesKey,8406
TULS,has_scientificName,8517
TULS,has_acceptedNameUsage,0
TULS,has_locality,0
TULS,has_higherGeography,0
TULS,has_countryCode,0
TULS,has_coordinates,0
TULS,has_image,0
TULS,has_dateIdentified,0
TULS,has_identifiedBy,0
TULS,has_recordedBy,0
TULS,has_eventDate,0
USA955,total,1683
USA955,has_collectionCode,1683
USA955,has_catalogNumber,1683
USA955,has_speciesKey,1604
USA955,has_scientificName,1683
USA955,has_acceptedNameUsage,0
USA955,has_locality,1181
USA955,has_higherGeography,0
USA955,has_countryCode,1634
USA955,has_coordinates,355
USA955,has_image,0
USA955,has_dateIdentified,0
USA955,has_identifiedBy,0
USA955,has_recordedBy,0
USA955,has_eventDate,0
USA042,total,881
USA042,has_collectionCode,881
USA042,has_catalogNumber,881
USA042,has_speciesKey,830
USA042,has_scientificName,881
USA042,has_acceptedNameUsage,0
USA042,has_locality,292
USA042,has_higherGeography,0
USA042,has_countryCode,844
USA042,has_coordinates,115
USA042,has_image,0
USA042,has_dateIdentified,0
USA042,has_identifiedBy,0
USA042,has_recordedBy,0
USA042,has_eventDate,0
PRI,total,3
PRI,has_collectionCode,3
PRI,has_catalogNumber,3
PRI,has_speciesKey,2
PRI,has_scientificName,3
PRI,has_acceptedNameUsage,0
PRI,has_locality,3
PRI,has_higherGeography,3
PRI,has_countryCode,3
PRI,has_coordinates,2
PRI,has_image,0
PRI,has_dateIdentified,0
PRI,has_identifiedBy,0
PRI,has_recordedBy,0
PRI,has_eventDate,0
USA167,total,8193
USA167,has_collectionCode,8193
USA167,has_catalogNumber,8193
USA167,has_speciesKey,7010
USA167,has_scientificName,8193
USA167,has_acceptedNameUsage,0
USA167,has_locality,4563
USA167,has_higherGeography,0
USA167,has_countryCode,7131
USA167,has_coordinates,3847
USA167,has_image,0
USA167,has_dateIdentified,0
USA167,has_identifiedBy,0
USA167,has_recordedBy,0
USA167,has_eventDate,0
SCFS,total,1689
SCFS,has_collectionCode,0
SCFS,has_catalogNumber,1687
SCFS,has_speciesKey,1626
SCFS,has_scientificName,1689
SCFS,has_acceptedNameUsage,0
SCFS,has_locality,1671
SCFS,has_higherGeography,0
SCFS,has_countryCode,1686
SCFS,has_coordinates,1661
SCFS,has_image,1549
SCFS,has_dateIdentified,569
SCFS,has_identifiedBy,1065
SCFS,has_recordedBy,1685
SCFS,has_eventDate,1678
WSCO,total,4165
WSCO,has_collectionCode,0
WSCO,has_catalogNumber,4055
WSCO,has_speciesKey,4045
WSCO,has_scientificName,4165
WSCO,has_acceptedNameUsage,0
WSCO,has_locality,4037
WSCO,has_higherGeography,0
WSCO,has_countryCode,4156
WSCO,has_coordinates,1216
WSCO,has_image,0
WSCO,has_dateIdentified,591
WSCO,has_identifiedBy,3440
WSCO,has_recordedBy,4145
WSCO,has_eventDate,4122
TEX,total,1
TEX,has_collectionCode,1
TEX,has_catalogNumber,1
TEX,has_speciesKey,1
TEX,has_scientificName,1
TEX,has_acceptedNameUsage,0
TEX,has_locality,1
TEX,has_higherGeography,0
TEX,has_countryCode,1
TEX,has_coordinates,0
TEX,has_image,1
TEX,has_dateIdentified,1
TEX,has_identifiedBy,1
TEX,has_recordedBy,1
TEX,has_eventDate,1
USA134,total,241
USA134,has_collectionCode,241
USA134,has_catalogNumber,241
USA134,has_speciesKey,241
USA134,has_scientificName,241
USA134,has_acceptedNameUsage,0
USA134,has_locality,98
USA134,has_higherGeography,0
USA134,has_countryCode,224
USA134,has_coordinates,27
USA134,has_image,0
USA134,has_dateIdentified,0
USA134,has_identifiedBy,0
USA134,has_recordedBy,0
USA134,has_eventDate,0
OBI,total,62830
OBI,has_collectionCode,0
OBI,has_catalogNumber,58765
OBI,has_speciesKey,61354
OBI,has_scientificName,62830
OBI,has_acceptedNameUsage,0
OBI,has_locality,62503
OBI,has_higherGeography,0
OBI,has_countryCode,62751
OBI,has_coordinates,36146
OBI,has_image,58507
OBI,has_dateIdentified,6505
OBI,has_identifiedBy,18398
OBI,has_recordedBy,62740
OBI,has_eventDate,61352
USA022,total,66656
USA022,has_collectionCode,66656
USA022,has_catalogNumber,66656
USA022,has_speciesKey,63059
USA022,has_scientificName,66656
USA022,has_acceptedNameUsage,0
USA022,has_locality,35553
USA022,has_higherGeography,0
USA022,has_countryCode,60345
USA022,has_coordinates,16865
USA022,has_image,0
USA022,has_dateIdentified,0
USA022,has_identifiedBy,0
USA022,has_recordedBy,0
USA022,has_eventDate,0
NEBC,total,278160
NEBC,has_collectionCode,278160
NEBC,has_catalogNumber,278160
NEBC,has_speciesKey,275785
NEBC,has_scientificName,278160
NEBC,has_acceptedNameUsage,0
NEBC,has_locality,271192
NEBC,has_higherGeography,278132
NEBC,has_countryCode,278131
NEBC,has_coordinates,269
NEBC,has_image,268380
NEBC,has_dateIdentified,7409
NEBC,has_identifiedBy,5301
NEBC,has_recordedBy,278004
NEBC,has_eventDate,268144
USA029,total,42197
USA029,has_collectionCode,42197
USA029,has_catalogNumber,42197
USA029,has_speciesKey,38983
USA029,has_scientificName,42197
USA029,has_acceptedNameUsage,0
USA029,has_locality,17520
USA029,has_higherGeography,0
USA029,has_countryCode,35732
USA029,has_coordinates,18306
USA029,has_image,0
USA029,has_dateIdentified,0
USA029,has_identifiedBy,0
USA029,has_recordedBy,0
USA029,has_eventDate,0
USFS/BHSC,total,3544
USFS/BHSC,has_collectionCode,3544
USFS/BHSC,has_catalogNumber,3544
USFS/BHSC,has_speciesKey,3539
USFS/BHSC,has_scientificName,3544
USFS/BHSC,has_acceptedNameUsage,0
USFS/BHSC,has_locality,3512
USFS/BHSC,has_higherGeography,0
USFS/BHSC,has_countryCode,3544
USFS/BHSC,has_coordinates,3480
USFS/BHSC,has_image,3475
USFS/BHSC,has_dateIdentified,2
USFS/BHSC,has_identifiedBy,46
USFS/BHSC,has_recordedBy,3544
USFS/BHSC,has_eventDate,3530
OSC,total,165591
OSC,has_collectionCode,165591
OSC,has_catalogNumber,165591
OSC,has_speciesKey,163714
OSC,has_scientificName,165591
OSC,has_acceptedNameUsage,0
OSC,has_locality,165145
OSC,has_higherGeography,0
OSC,has_countryCode,165589
OSC,has_coordinates,150453
OSC,has_image,3
OSC,has_dateIdentified,162890
OSC,has_identifiedBy,165591
OSC,has_recordedBy,165469
OSC,has_eventDate,162076
UOBS,total,909
UOBS,has_collectionCode,909
UOBS,has_catalogNumber,909
UOBS,has_speciesKey,906
UOBS,has_scientificName,909
UOBS,has_acceptedNameUsage,0
UOBS,has_locality,0
UOBS,has_higherGeography,0
UOBS,has_countryCode,0
UOBS,has_coordinates,0
UOBS,has_image,0
UOBS,has_dateIdentified,0
UOBS,has_identifiedBy,0
UOBS,has_recordedBy,0
UOBS,has_eventDate,0
MSB,total,8
MSB,has_collectionCode,8
MSB,has_catalogNumber,8
MSB,has_speciesKey,0
MSB,has_scientificName,8
MSB,has_acceptedNameUsage,0
MSB,has_locality,8
MSB,has_higherGeography,8
MSB,has_countryCode,8
MSB,has_coordinates,1
MSB,has_image,0
MSB,has_dateIdentified,6
MSB,has_identifiedBy,8
MSB,has_recordedBy,8
MSB,has_eventDate,8
UTAH,total,1
UTAH,has_collectionCode,1
UTAH,has_catalogNumber,1
UTAH,has_speciesKey,0
UTAH,has_scientificName,1
UTAH,has_acceptedNameUsage,0
UTAH,has_locality,0
UTAH,has_higherGeography,0
UTAH,has_countryCode,1
UTAH,has_coordinates,0
UTAH,has_image,1
UTAH,has_dateIdentified,0
UTAH,has_identifiedBy,0
UTAH,has_recordedBy,0
UTAH,has_eventDate,1
FMNH,total,23345
FMNH,has_collectionCode,23345
FMNH,has_catalogNumber,23344
FMNH,has_speciesKey,2347
FMNH,has_scientificName,23345
FMNH,has_acceptedNameUsage,0
FMNH,has_locality,0
FMNH,has_higherGeography,23344
FMNH,has_countryCode,23280
FMNH,has_coordinates,0
FMNH,has_image,11061
FMNH,has_dateIdentified,0
FMNH,has_identifiedBy,16549
FMNH,has_recordedBy,1902
FMNH,has_eventDate,730
SEOSU,total,20206
SEOSU,has_collectionCode,20206
SEOSU,has_catalogNumber,20206
SEOSU,has_speciesKey,19865
SEOSU,has_scientificName,20206
SEOSU,has_acceptedNameUsage,0
SEOSU,has_locality,0
SEOSU,has_higherGeography,0
SEOSU,has_countryCode,0
SEOSU,has_coordinates,0
SEOSU,has_image,0
SEOSU,has_dateIdentified,0
SEOSU,has_identifiedBy,0
SEOSU,has_recordedBy,0
SEOSU,has_eventDate,0
CAMU,total,346
CAMU,has_collectionCode,346
CAMU,has_catalogNumber,346
CAMU,has_speciesKey,346
CAMU,has_scientificName,346
CAMU,has_acceptedNameUsage,0
CAMU,has_locality,0
CAMU,has_higherGeography,0
CAMU,has_countryCode,0
CAMU,has_coordinates,0
CAMU,has_image,0
CAMU,has_dateIdentified,0
CAMU,has_identifiedBy,0
CAMU,has_recordedBy,0
CAMU,has_eventDate,0
BOON,total,16127
BOON,has_collectionCode,0
BOON,has_catalogNumber,15276
BOON,has_speciesKey,15785
BOON,has_scientificName,16127
BOON,has_acceptedNameUsage,0
BOON,has_locality,5551
BOON,has_higherGeography,0
BOON,has_countryCode,15964
BOON,has_coordinates,3592
BOON,has_image,11436
BOON,has_dateIdentified,193
BOON,has_identifiedBy,695
BOON,has_recordedBy,5889
BOON,has_eventDate,5855
ECU,total,2436
ECU,has_collectionCode,2436
ECU,has_catalogNumber,2436
ECU,has_speciesKey,2380
ECU,has_scientificName,2436
ECU,has_acceptedNameUsage,0
ECU,has_locality,0
ECU,has_higherGeography,0
ECU,has_countryCode,0
ECU,has_coordinates,0
ECU,has_image,0
ECU,has_dateIdentified,0
ECU,has_identifiedBy,0
ECU,has_recordedBy,0
ECU,has_eventDate,0
USA074,total,1909
USA074,has_collectionCode,1909
USA074,has_catalogNumber,1909
USA074,has_speciesKey,1862
USA074,has_scientificName,1909
USA074,has_acceptedNameUsage,0
USA074,has_locality,58
USA074,has_higherGeography,0
USA074,has_countryCode,1596
USA074,has_coordinates,31
USA074,has_image,0
USA074,has_dateIdentified,0
USA074,has_identifiedBy,0
USA074,has_recordedBy,0
USA074,has_eventDate,0
CHAS,total,166
CHAS,has_collectionCode,166
CHAS,has_catalogNumber,166
CHAS,has_speciesKey,148
CHAS,has_scientificName,166
CHAS,has_acceptedNameUsage,0
CHAS,has_locality,166
CHAS,has_higherGeography,166
CHAS,has_countryCode,162
CHAS,has_coordinates,59
CHAS,has_image,33
CHAS,has_dateIdentified,68
CHAS,has_identifiedBy,166
CHAS,has_recordedBy,166
CHAS,has_eventDate,166
WOH,total,2
WOH,has_collectionCode,2
WOH,has_catalogNumber,2
WOH,has_speciesKey,2
WOH,has_scientificName,2
WOH,has_acceptedNameUsage,0
WOH,has_locality,0
WOH,has_higherGeography,0
WOH,has_countryCode,0
WOH,has_coordinates,0
WOH,has_image,0
WOH,has_dateIdentified,0
WOH,has_identifiedBy,0
WOH,has_recordedBy,0
WOH,has_eventDate,0
BRIT,total,19346
BRIT,has_collectionCode,19346
BRIT,has_catalogNumber,19346
BRIT,has_speciesKey,13209
BRIT,has_scientificName,19346
BRIT,has_acceptedNameUsage,0
BRIT,has_locality,31
BRIT,has_higherGeography,0
BRIT,has_countryCode,17358
BRIT,has_coordinates,10374
BRIT,has_image,0
BRIT,has_dateIdentified,13502
BRIT,has_identifiedBy,13671
BRIT,has_recordedBy,17822
BRIT,has_eventDate,17234
UCBG,total,18900
UCBG,has_collectionCode,18900
UCBG,has_catalogNumber,18900
UCBG,has_speciesKey,16211
UCBG,has_scientificName,18900
UCBG,has_acceptedNameUsage,0
UCBG,has_locality,18900
UCBG,has_higherGeography,0
UCBG,has_countryCode,16530
UCBG,has_coordinates,827
UCBG,has_image,0
UCBG,has_dateIdentified,0
UCBG,has_identifiedBy,0
UCBG,has_recordedBy,18900
UCBG,has_eventDate,0
SJSU,total,15931
SJSU,has_collectionCode,0
SJSU,has_catalogNumber,15891
SJSU,has_speciesKey,15807
SJSU,has_scientificName,15931
SJSU,has_acceptedNameUsage,0
SJSU,has_locality,15908
SJSU,has_higherGeography,0
SJSU,has_countryCode,15926
SJSU,has_coordinates,9427
SJSU,has_image,0
SJSU,has_dateIdentified,13
SJSU,has_identifiedBy,44
SJSU,has_recordedBy,15931
SJSU,has_eventDate,15865
NEOSU,total,1121
NEOSU,has_collectionCode,1121
NEOSU,has_catalogNumber,1121
NEOSU,has_speciesKey,1102
NEOSU,has_scientificName,1121
NEOSU,has_acceptedNameUsage,0
NEOSU,has_locality,0
NEOSU,has_higherGeography,0
NEOSU,has_countryCode,0
NEOSU,has_coordinates,0
NEOSU,has_image,0
NEOSU,has_dateIdentified,0
NEOSU,has_identifiedBy,0
NEOSU,has_recordedBy,0
NEOSU,has_eventDate,0
JFBM,total,1
JFBM,has_collectionCode,1
JFBM,has_catalogNumber,1
JFBM,has_speciesKey,0
JFBM,has_scientificName,1
JFBM,has_acceptedNameUsage,0
JFBM,has_locality,1
JFBM,has_higherGeography,0
JFBM,has_countryCode,1
JFBM,has_coordinates,1
JFBM,has_image,0
JFBM,has_dateIdentified,0
JFBM,has_identifiedBy,0
JFBM,has_recordedBy,1
JFBM,has_eventDate,1
USDA-SBML,total,4
USDA-SBML,has_collectionCode,4
USDA-SBML,has_catalogNumber,4
USDA-SBML,has_speciesKey,4
USDA-SBML,has_scientificName,4
USDA-SBML,has_acceptedNameUsage,0
USDA-SBML,has_locality,3
USDA-SBML,has_higherGeography,0
USDA-SBML,has_countryCode,4
USDA-SBML,has_coordinates,0
USDA-SBML,has_image,0
USDA-SBML,has_dateIdentified,0
USDA-SBML,has_identifiedBy,0
USDA-SBML,has_recordedBy,3
USDA-SBML,has_eventDate,0
MPM,total,107620
MPM,has_collectionCode,107620
MPM,has_catalogNumber,107608
MPM,has_speciesKey,98891
MPM,has_scientificName,107620
MPM,has_acceptedNameUsage,0
MPM,has_locality,0
MPM,has_higherGeography,107325
MPM,has_countryCode,106799
MPM,has_coordinates,2057
MPM,has_image,0
MPM,has_dateIdentified,0
MPM,has_identifiedBy,0
MPM,has_recordedBy,106633
MPM,has_eventDate,94882
RM,total,3
RM,has_collectionCode,3
RM,has_catalogNumber,3
RM,has_speciesKey,3
RM,has_scientificName,3
RM,has_acceptedNameUsage,0
RM,has_locality,3
RM,has_higherGeography,0
RM,has_countryCode,3
RM,has_coordinates,0
RM,has_image,3
RM,has_dateIdentified,2
RM,has_identifiedBy,3
RM,has_recordedBy,3
RM,has_eventDate,3
SDNHM,total,270
SDNHM,has_collectionCode,270
SDNHM,has_catalogNumber,270
SDNHM,has_speciesKey,0
SDNHM,has_scientificName,270
SDNHM,has_acceptedNameUsage,0
SDNHM,has_locality,270
SDNHM,has_higherGeography,0
SDNHM,has_countryCode,270
SDNHM,has_coordinates,270
SDNHM,has_image,0
SDNHM,has_dateIdentified,0
SDNHM,has_identifiedBy,0
SDNHM,has_recordedBy,270
SDNHM,has_eventDate,270
UHM,total,2252
UHM,has_collectionCode,2252
UHM,has_catalogNumber,2252
UHM,has_speciesKey,1429
UHM,has_scientificName,2252
UHM,has_acceptedNameUsage,0
UHM,has_locality,0
UHM,has_higherGeography,0
UHM,has_countryCode,2151
UHM,has_coordinates,2151
UHM,has_image,0
UHM,has_dateIdentified,0
UHM,has_identifiedBy,0
UHM,has_recordedBy,0
UHM,has_eventDate,0
LOB,total,15595
LOB,has_collectionCode,0
LOB,has_catalogNumber,14107
LOB,has_speciesKey,14503
LOB,has_scientificName,15595
LOB,has_acceptedNameUsage,0
LOB,has_locality,15489
LOB,has_higherGeography,0
LOB,has_countryCode,15414
LOB,has_coordinates,8761
LOB,has_image,14093
LOB,has_dateIdentified,290
LOB,has_identifiedBy,1097
LOB,has_recordedBy,15350
LOB,has_eventDate,14985
MSUB,total,13469
MSUB,has_collectionCode,0
MSUB,has_catalogNumber,10772
MSUB,has_speciesKey,13316
MSUB,has_scientificName,13469
MSUB,has_acceptedNameUsage,0
MSUB,has_locality,11717
MSUB,has_higherGeography,0
MSUB,has_countryCode,13390
MSUB,has_coordinates,139
MSUB,has_image,0
MSUB,has_dateIdentified,2
MSUB,has_identifiedBy,4164
MSUB,has_recordedBy,11974
MSUB,has_eventDate,10779
LSUM,total,17465
LSUM,has_collectionCode,17465
LSUM,has_catalogNumber,17465
LSUM,has_speciesKey,9200
LSUM,has_scientificName,17465
LSUM,has_acceptedNameUsage,0
LSUM,has_locality,17183
LSUM,has_higherGeography,0
LSUM,has_countryCode,17282
LSUM,has_coordinates,16671
LSUM,has_image,0
LSUM,has_dateIdentified,370
LSUM,has_identifiedBy,5536
LSUM,has_recordedBy,17302
LSUM,has_eventDate,17090
University of Colorado Herbarium,total,21
University of Colorado Herbarium,has_collectionCode,21
University of Colorado Herbarium,has_catalogNumber,21
University of Colorado Herbarium,has_speciesKey,21
University of Colorado Herbarium,has_scientificName,21
University of Colorado Herbarium,has_acceptedNameUsage,0
University of Colorado Herbarium,has_locality,1
University of Colorado Herbarium,has_higherGeography,0
University of Colorado Herbarium,has_countryCode,10
University of Colorado Herbarium,has_coordinates,0
University of Colorado Herbarium,has_image,21
University of Colorado Herbarium,has_dateIdentified,0
University of Colorado Herbarium,has_identifiedBy,0
University of Colorado Herbarium,has_recordedBy,3
University of Colorado Herbarium,has_eventDate,1
USA970,total,4621
USA970,has_collectionCode,4621
USA970,has_catalogNumber,4621
USA970,has_speciesKey,4618
USA970,has_scientificName,4621
USA970,has_acceptedNameUsage,0
USA970,has_locality,14
USA970,has_higherGeography,0
USA970,has_countryCode,3819
USA970,has_coordinates,106
USA970,has_image,0
USA970,has_dateIdentified,0
USA970,has_identifiedBy,0
USA970,has_recordedBy,0
USA970,has_eventDate,0
CSLA,has_no_collectionCode,6113
CSLA,has_no_catalogNumber,0
CSLA,has_no_speciesKey,91
CSLA,has_no_scientificName,0
CSLA,has_no_acceptedNameUsage,6113
CSLA,has_no_locality,54
CSLA,has_no_higherGeography,6113
