institutionCode,total_idig,has_collectionCode_idig,has_catalogNumber_idig,has_preparations_idig,has_scientificName_idig,has_scientificNameID_idig,has_acceptedNameUsage_idig,has_identificationID_idig,has_locality_idig,has_higherGeography_idig,has_continent_idig,has_countryCode_idig,has_stateProvince_idig,has_county_idig,has_decimalLatitude_idig,has_decimalLongitude_idig,has_coordinates_idig,has_verbatimElevation_idig,has_verbatimDepth_idig,has_image_idig,has_dateIdentified_idig,has_identifiedBy_idig,has_recordedBy_idig,has_eventDate_idig,has_recordNumber_idig,File_idig,total_gbif,has_collectionCode_gbif,has_catalogNumber_gbif,has_preparations_gbif,has_speciesKey,has_scientificName_gbif,has_scientificNameID_gbif,has_acceptedNameUsage_gbif,has_identificationID_gbif,has_locality_gbif,has_higherGeography_gbif,has_continent_gbif,has_countryCode_gbif,has_stateProvince_gbif,has_county_gbif,has_decimalLatitude_gbif,has_decimalLongitude_gbif,has_coordinates_gbif,has_verbatimElevation_gbif,has_verbatimDepth_gbif,has_image_gbif,has_dateIdentified_gbif,has_identifiedBy_gbif,has_recordedBy_gbif,has_eventDate_gbif,has_recordNumber_gbif,File_gbif,month,has_speciesKey_idig,has_speciesKey_gbif
CBG,68,0,68,NA,68,NA,0,NA,68,NA,NA,68,NA,NA,NA,NA,68,NA,NA,68,68,24,68,68,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CCNL,1067,1067,1067,NA,1067,NA,0,NA,574,NA,NA,924,NA,NA,NA,NA,0,NA,NA,1064,164,164,959,919,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CCSU,1785,1785,1785,NA,1785,NA,0,NA,831,NA,NA,1770,NA,NA,NA,NA,0,NA,NA,1784,50,1120,1771,1731,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CDA,24115,24115,24115,NA,24115,NA,0,NA,23900,NA,NA,24115,NA,NA,NA,NA,16902,NA,NA,0,0,0,24113,24093,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CHAS,152,152,152,NA,152,NA,0,NA,152,NA,NA,152,NA,NA,NA,NA,52,NA,NA,33,66,152,152,152,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,166,166,166,NA,NA,166,NA,0,NA,166,166,NA,162,NA,NA,NA,NA,59,NA,NA,33,68,166,166,166,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,148
CHRB,60439,15,60438,NA,60439,NA,0,NA,25558,NA,NA,46068,NA,NA,NA,NA,4175,NA,NA,54203,7474,8697,34838,31501,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,101011,16,101010,NA,NA,101011,NA,0,NA,31139,0,NA,80819,NA,NA,NA,NA,5186,NA,NA,83736,6330,10040,47741,40017,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,92011
CHSC,74057,74057,74057,NA,74057,NA,0,NA,73719,NA,NA,74057,NA,NA,NA,NA,73217,NA,NA,0,0,0,73820,73863,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,102724,102724,102724,NA,NA,102724,NA,0,NA,102284,0,NA,102652,NA,NA,NA,NA,84836,NA,NA,22954,10465,33767,102412,102146,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,101410
CIC,45853,45853,45452,NA,45853,NA,45339,NA,43953,NA,NA,45327,NA,NA,NA,NA,22924,NA,NA,42507,15398,31300,45754,45052,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CINC,41880,0,41879,NA,41880,NA,0,NA,32488,NA,NA,41434,NA,NA,NA,NA,1198,NA,NA,41734,13730,17562,36446,33590,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CLARK-A,7372,7372,7372,NA,7372,NA,0,NA,7033,NA,NA,7372,NA,NA,NA,NA,6513,NA,NA,0,0,0,7333,7355,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CLEMS,80574,0,80309,NA,80574,NA,0,NA,45784,NA,NA,79079,NA,NA,NA,NA,1446,NA,NA,69645,1374,49219,49567,46029,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CM,491803,12464,491803,NA,491796,NA,0,NA,475283,NA,NA,481417,NA,NA,NA,NA,210832,NA,NA,37667,2,232263,486147,466765,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,10,10,10,NA,NA,10,NA,0,NA,10,7,NA,9,NA,NA,NA,NA,0,NA,NA,2,2,2,9,10,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2
CMC,21861,1815,21861,NA,21861,NA,0,NA,20345,NA,NA,21330,NA,NA,NA,NA,5328,NA,NA,19787,10587,10937,20352,19574,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,22003,1873,22003,NA,NA,22003,NA,0,NA,20454,0,NA,21448,NA,NA,NA,NA,5338,NA,NA,19871,10643,10998,20442,19910,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,20021
CMNH,138,138,138,NA,138,NA,0,NA,80,NA,NA,115,NA,NA,NA,NA,0,NA,NA,0,0,0,87,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,129,129,129,NA,NA,129,NA,0,NA,94,0,NA,126,NA,NA,NA,NA,0,NA,NA,0,0,0,72,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,14
CNC,8,0,8,NA,8,NA,0,NA,8,NA,NA,8,NA,NA,NA,NA,8,NA,NA,0,6,8,8,8,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
COLO,314618,263954,314618,NA,314618,NA,0,NA,215714,NA,NA,313956,NA,NA,NA,NA,88170,NA,NA,299783,88265,94232,266799,221863,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,343804,343804,343804,NA,NA,343804,NA,0,NA,232197,0,NA,342843,NA,NA,NA,NA,125729,NA,NA,337304,70065,100113,284313,228103,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,335581
CONN,3977,0,3977,NA,3977,NA,0,NA,3772,NA,NA,3933,NA,NA,NA,NA,3922,NA,NA,3770,1,1,3887,3682,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CONV,6436,0,6436,NA,6436,NA,0,NA,0,NA,NA,6315,NA,NA,NA,NA,0,NA,NA,6146,0,0,0,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CORT,5336,0,5336,NA,5166,NA,0,NA,5245,NA,NA,5335,NA,NA,NA,NA,683,NA,NA,0,0,414,5336,5326,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CRMO,2649,2649,2649,NA,2649,NA,2624,NA,2628,NA,NA,2644,NA,NA,NA,NA,586,NA,NA,2631,2004,2502,2648,2619,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CSCA,69,0,69,NA,69,NA,0,NA,69,NA,NA,69,NA,NA,NA,NA,69,NA,NA,0,37,66,69,69,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CSU,2525,0,2101,NA,2525,NA,0,NA,2385,NA,NA,2524,NA,NA,NA,NA,1719,NA,NA,1587,0,1821,2259,2359,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,9916,9916,9916,NA,NA,9916,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,9815
CSUSB,2003,2003,2003,NA,2003,NA,0,NA,1976,NA,NA,2003,NA,NA,NA,NA,1407,NA,NA,0,0,0,2003,1941,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
CUP,71997,43,71995,NA,67951,NA,0,NA,55545,NA,NA,61589,NA,NA,NA,NA,917,NA,NA,17617,3373,31228,60292,53589,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DAV,111498,109549,111498,NA,111498,NA,0,NA,111384,NA,NA,110861,NA,NA,NA,NA,28724,NA,NA,1948,93,47536,110906,1780,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,137775,26925,36926,NA,NA,137775,NA,0,NA,137683,0,NA,137746,NA,NA,NA,NA,103667,NA,NA,32985,922,59509,137765,132048,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,132374
DBG,87474,87474,84089,NA,87474,NA,0,NA,80833,NA,NA,84104,NA,NA,NA,NA,70170,NA,NA,78886,9898,14814,85214,85042,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,91458,91458,85719,NA,NA,91458,NA,0,NA,84470,0,NA,87953,NA,NA,NA,NA,73598,NA,NA,83119,8028,18130,89067,88786,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,83426
DEK,3801,0,3801,NA,3801,NA,0,NA,3578,NA,NA,3778,NA,NA,NA,NA,3575,NA,NA,3669,840,1026,3706,3632,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DES,85787,1,83484,NA,85787,NA,0,NA,82733,NA,NA,85050,NA,NA,NA,NA,81749,NA,NA,75546,11247,17697,85761,82126,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,90488,0,88338,NA,NA,90488,NA,0,NA,87246,0,NA,90089,NA,NA,NA,NA,86067,NA,NA,78086,9589,18983,90460,89594,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,88055
DEWV,10482,0,10482,NA,10463,NA,0,NA,10456,NA,NA,10482,NA,NA,NA,NA,5043,NA,NA,0,12,2181,10470,10475,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DMNH,48,48,48,NA,48,NA,0,NA,48,NA,NA,39,NA,NA,NA,NA,8,NA,NA,0,0,0,36,43,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DMNS,6,6,6,NA,6,NA,0,NA,6,NA,NA,6,NA,NA,NA,NA,3,NA,NA,0,5,6,6,6,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,11,11,11,NA,NA,11,NA,0,NA,7,3,NA,7,NA,NA,NA,NA,5,NA,NA,0,3,11,10,5,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1
DOV,23261,0,23261,NA,23261,NA,0,NA,3660,NA,NA,22770,NA,NA,NA,NA,259,NA,NA,23029,43,43,3777,3722,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DS,118417,118417,118417,NA,118417,NA,0,NA,118417,NA,NA,118417,NA,NA,NA,NA,73217,NA,NA,0,0,0,118417,116188,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DSUND,1431,0,1421,NA,1431,NA,0,NA,193,NA,NA,1316,NA,NA,NA,NA,949,NA,NA,5,36,1116,1206,1210,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
DUKE,416536,0,415815,NA,416536,NA,0,NA,281719,NA,NA,413328,NA,NA,NA,NA,147593,NA,NA,75854,26047,141601,282310,273304,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,282244,0,281520,NA,NA,282244,NA,0,NA,281253,0,NA,281440,NA,NA,NA,NA,148602,NA,NA,8731,6660,139227,281785,242019,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,266436
ECON,2519,2519,2519,NA,2519,NA,0,NA,2433,NA,NA,2505,NA,NA,NA,NA,39,NA,NA,1266,128,66,2490,1428,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,6169,6169,6169,NA,NA,6169,NA,0,NA,6019,6162,NA,6115,NA,NA,NA,NA,53,NA,NA,5371,442,233,6120,3906,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,5889
ECUH,5166,0,5166,NA,5166,NA,0,NA,12,NA,NA,5125,NA,NA,NA,NA,5,NA,NA,4804,53,53,12,12,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
EDOBLM,1328,0,1328,NA,1328,NA,0,NA,1289,NA,NA,1327,NA,NA,NA,NA,1301,NA,NA,0,477,1159,1327,1298,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
EIU,27333,13,15228,NA,27331,NA,0,NA,26407,NA,NA,27129,NA,NA,NA,NA,12292,NA,NA,14154,11041,13954,27191,26756,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
EKY,80178,0,76607,NA,80178,NA,0,NA,75421,NA,NA,80166,NA,NA,NA,NA,2779,NA,NA,74448,12439,13842,79967,76447,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,80694,0,77126,NA,NA,80694,NA,0,NA,75931,0,NA,80682,NA,NA,NA,NA,6686,NA,NA,74962,1952,13845,80483,78698,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,80199
EMC,9434,0,8835,NA,9434,NA,0,NA,8603,NA,NA,9215,NA,NA,NA,NA,2057,NA,NA,8543,1117,3230,9096,8643,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
ENLC,6059,3,5317,NA,6059,NA,0,NA,5931,NA,NA,6059,NA,NA,NA,NA,5758,NA,NA,289,3600,4907,6058,5961,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,3,3,3,NA,NA,3,NA,0,NA,3,0,NA,3,NA,NA,NA,NA,3,NA,NA,3,3,3,3,3,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,3
ENMU,5170,0,5170,NA,5170,NA,0,NA,5106,NA,NA,5170,NA,NA,NA,NA,2,NA,NA,1,2,2,5111,5113,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
EPHR,1746,0,1745,NA,1746,NA,0,NA,1695,NA,NA,1735,NA,NA,NA,NA,9,NA,NA,0,40,44,1743,1692,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
ETSU,11116,0,6658,NA,11116,NA,0,NA,7391,NA,NA,10447,NA,NA,NA,NA,3397,NA,NA,0,7,122,7444,7468,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
EVE,1124,434,1124,NA,1124,NA,409,NA,1112,NA,NA,1118,NA,NA,NA,NA,380,NA,NA,245,27,708,1117,1084,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
EWU,6684,6684,6683,NA,6684,NA,6565,NA,6579,NA,NA,6571,NA,NA,NA,NA,6006,NA,NA,6502,502,1186,6683,6517,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
F,918715,918707,711567,NA,918715,NA,0,NA,279704,NA,NA,861908,NA,NA,NA,NA,742406,NA,NA,653567,106888,157253,692170,8,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,997025,997025,815981,NA,NA,997025,NA,0,NA,331245,654704,NA,962091,NA,NA,NA,NA,810528,NA,NA,753934,115569,172831,776659,679332,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,892225
FARM,47030,0,47026,NA,47030,NA,0,NA,9,NA,NA,46859,NA,NA,NA,NA,4,NA,NA,39443,4,4,9,9,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
FH,135679,123956,135679,NA,135230,NA,0,NA,129559,NA,NA,132207,NA,NA,NA,NA,2187,NA,NA,95418,4345,4563,133029,116494,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,235586,235586,235586,NA,NA,235586,NA,0,NA,232519,234388,NA,230989,NA,NA,NA,NA,3640,NA,NA,152932,6968,6881,233603,201992,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,223111
FHKSC,552,0,0,NA,552,NA,0,NA,140,NA,NA,184,NA,NA,NA,NA,1,NA,NA,0,95,133,243,171,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
FHL,3508,3508,3508,NA,3508,NA,2659,NA,3508,NA,NA,3473,NA,NA,NA,NA,3406,NA,NA,3505,952,2492,3508,3293,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
FHSM,1,1,1,NA,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
FLAS,171310,0,171309,NA,170991,NA,0,NA,63834,NA,NA,164107,NA,NA,NA,NA,74058,NA,NA,127696,7853,41337,164273,158771,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,100576,0,100576,NA,NA,100576,NA,0,NA,0,0,NA,100443,NA,NA,NA,NA,20995,NA,NA,75656,0,0,100575,98800,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,96658
FLD,14619,0,14587,NA,14619,NA,0,NA,14068,NA,NA,14597,NA,NA,NA,NA,5428,NA,NA,1586,93,2107,14251,14190,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
FMNH,23355,23355,23354,NA,23355,NA,0,NA,0,NA,NA,23279,NA,NA,NA,NA,0,NA,NA,3091,0,16513,1914,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,23345,23345,23344,NA,NA,23345,NA,0,NA,0,23344,NA,23280,NA,NA,NA,NA,0,NA,NA,11061,0,16549,1902,730,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2347
FSU,165291,84315,165291,NA,165289,NA,0,NA,70215,NA,NA,163019,NA,NA,NA,NA,73159,NA,NA,150158,2005,0,86340,85992,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
FTG,540,0,540,NA,540,NA,0,NA,539,NA,NA,540,NA,NA,NA,NA,539,NA,NA,538,9,131,539,518,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,78186,78186,78186,NA,NA,78186,NA,0,NA,27941,0,NA,77640,NA,NA,NA,NA,10612,NA,NA,0,0,0,70184,76529,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,72996
FTU,19346,0,19346,NA,19346,NA,0,NA,1529,NA,NA,18025,NA,NA,NA,NA,1528,NA,NA,18923,211,895,1529,1443,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
GA,220444,0,220418,NA,220444,NA,0,NA,209261,NA,NA,215627,NA,NA,NA,NA,6748,NA,NA,180889,0,0,99894,99134,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
GAS,35404,0,35404,NA,35404,NA,0,NA,33916,NA,NA,34422,NA,NA,NA,NA,5434,NA,NA,14687,0,0,33300,33848,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
GEO,14856,14856,14856,NA,14856,NA,0,NA,13449,NA,NA,12664,NA,NA,NA,NA,2591,NA,NA,9796,0,0,14519,14331,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
GH,234691,234691,234691,NA,234691,NA,0,NA,216277,NA,NA,225501,NA,NA,NA,NA,4341,NA,NA,119285,24550,7535,232740,116632,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,603888,603888,603888,NA,NA,603888,NA,0,NA,571695,592826,NA,584096,NA,NA,NA,NA,8650,NA,NA,522881,67724,16844,600580,284975,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,590634
GMDRC,5498,5498,5498,NA,5498,NA,0,NA,5496,NA,NA,5498,NA,NA,NA,NA,5122,NA,NA,5,5,5,5498,5495,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,4,4,4,NA,NA,4,NA,0,NA,4,0,NA,4,NA,NA,NA,NA,4,NA,NA,4,0,4,4,4,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,4
GMNH,113,113,103,NA,113,NA,0,NA,113,NA,NA,113,NA,NA,NA,NA,100,NA,NA,0,0,0,113,113,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,175,175,159,NA,NA,175,NA,0,NA,174,0,NA,175,NA,NA,NA,NA,126,NA,NA,0,0,0,175,173,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,0
GMS,8142,0,8141,NA,8142,NA,0,NA,8141,NA,NA,8101,NA,NA,NA,NA,8023,NA,NA,8005,0,0,8037,7877,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
GMUF,36506,36506,36506,NA,36506,NA,0,NA,24189,NA,NA,36506,NA,NA,NA,NA,1171,NA,NA,35218,80,829,24595,24249,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
